,Imgdata,Price,Rating,Title
422,"{'src': '../media/cache/9f/59/9f59f01fa916a7bb8f0b28a4012179a4.jpg', 'alt': 'Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More'}",30.52,Three,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More"
423,"{'src': '../media/cache/9c/2e/9c2e0eb8866b8e3f3b768994fd3d1c1a.jpg', 'alt': 'Chase Me (Paris Nights #2)'}",25.27,Five,Chase Me (Paris Nights #2)
424,"{'src': '../media/cache/44/cc/44ccc99c8f82c33d4f9d2afa4ef25787.jpg', 'alt': 'Black Dust'}",34.53,Five,Black Dust
425,"{'src': '../media/cache/af/6e/af6e796160fe63e0cf19d44395c7ddf2.jpg', 'alt': 'Birdsong: A Story in Pictures'}",54.64,Three,Birdsong: A Story in Pictures
426,"{'src': '../media/cache/ef/0b/ef0bed08de4e083dba5e20fdb98d9c36.jpg', 'alt': ""America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana""}",22.50,Three,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana
427,"{'src': '../media/cache/d6/da/d6da0371958068bbaf39ea9c174275cd.jpg', 'alt': 'Aladdin and His Wonderful Lamp'}",53.13,Three,Aladdin and His Wonderful Lamp
428,"{'src': '../media/cache/2e/98/2e98c332bf8563b584784971541c4445.jpg', 'alt': 'Worlds Elsewhere: Journeys Around Shakespeare’s Globe'}",40.30,Five,Worlds Elsewhere: Journeys Around Shakespeare’s Globe
429,"{'src': '../media/cache/a5/41/a5416b9646aaa7287baa287ec2590270.jpg', 'alt': 'Wall and Piece'}",44.18,Four,Wall and Piece
430,"{'src': '../media/cache/0f/7e/0f7ee69495c0df1d35723f012624a9f8.jpg', 'alt': 'The Four Agreements: A Practical Guide to Personal Freedom'}",17.66,Five,The Four Agreements: A Practical Guide to Personal Freedom
431,"{'src': '../media/cache/38/c5/38c56fba316c07305643a8065269594e.jpg', 'alt': 'The Five Love Languages: How to Express Heartfelt Commitment to Your Mate'}",31.05,Three,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate
432,"{'src': '../media/cache/5d/7e/5d7ecde8e81513eba8a64c9fe000744b.jpg', 'alt': 'The Elephant Tree'}",23.82,Five,The Elephant Tree
433,"{'src': '../media/cache/cf/bb/cfbb5e62715c6d888fd07794c9bab5d6.jpg', 'alt': 'The Bear and the Piano'}",36.89,One,The Bear and the Piano
434,"{'src': '../media/cache/65/71/6571919836ec51ed54f0050c31d8a0cd.jpg', 'alt': ""Sophie's World""}",15.94,Five,Sophie's World
435,"{'src': '../media/cache/12/53/1253c21c5ef3c6d075c5fa3f5fecee6a.jpg', 'alt': 'Penny Maybe'}",33.29,Three,Penny Maybe
436,"{'src': '../media/cache/f5/88/f5889d038f5d8e949b494d147c2dcf54.jpg', 'alt': 'Maude (1883-1993):She Grew Up with the country'}",18.02,Two,Maude (1883-1993):She Grew Up with the country
437,"{'src': '../media/cache/23/85/238570a1c284e730dbc737a7e631ae2b.jpg', 'alt': 'In a Dark, Dark Wood'}",19.63,One,"In a Dark, Dark Wood"
438,"{'src': '../media/cache/e1/5c/e15c289ba58cea38519e1281e859f0c1.jpg', 'alt': 'Behind Closed Doors'}",52.22,Four,Behind Closed Doors
439,"{'src': '../media/cache/e9/20/e9203b733126c4a0832a1c7885dc27cf.jpg', 'alt': ""You can't bury them all: Poems""}",33.63,Two,You can't bury them all: Poems
440,"{'src': '../media/cache/5d/72/5d72709c6a7a9584a4d1cf07648bfce1.jpg', 'alt': 'In Her Wake'}",12.84,One,In Her Wake
441,"{'src': '../media/cache/5c/c8/5cc8e107246cb478960d4f0aba1e1c8e.jpg', 'alt': 'How Music Works'}",37.32,Two,How Music Works
442,"{'src': '../media/cache/9f/59/9f59f01fa916a7bb8f0b28a4012179a4.jpg', 'alt': 'Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More'}",30.52,Three,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More"
443,"{'src': '../media/cache/9c/2e/9c2e0eb8866b8e3f3b768994fd3d1c1a.jpg', 'alt': 'Chase Me (Paris Nights #2)'}",25.27,Five,Chase Me (Paris Nights #2)
444,"{'src': '../media/cache/44/cc/44ccc99c8f82c33d4f9d2afa4ef25787.jpg', 'alt': 'Black Dust'}",34.53,Five,Black Dust
445,"{'src': '../media/cache/af/6e/af6e796160fe63e0cf19d44395c7ddf2.jpg', 'alt': 'Birdsong: A Story in Pictures'}",54.64,Three,Birdsong: A Story in Pictures
446,"{'src': '../media/cache/ef/0b/ef0bed08de4e083dba5e20fdb98d9c36.jpg', 'alt': ""America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana""}",22.50,Three,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana
447,"{'src': '../media/cache/d6/da/d6da0371958068bbaf39ea9c174275cd.jpg', 'alt': 'Aladdin and His Wonderful Lamp'}",53.13,Three,Aladdin and His Wonderful Lamp
448,"{'src': '../media/cache/2e/98/2e98c332bf8563b584784971541c4445.jpg', 'alt': 'Worlds Elsewhere: Journeys Around Shakespeare’s Globe'}",40.30,Five,Worlds Elsewhere: Journeys Around Shakespeare’s Globe
449,"{'src': '../media/cache/a5/41/a5416b9646aaa7287baa287ec2590270.jpg', 'alt': 'Wall and Piece'}",44.18,Four,Wall and Piece
450,"{'src': '../media/cache/0f/7e/0f7ee69495c0df1d35723f012624a9f8.jpg', 'alt': 'The Four Agreements: A Practical Guide to Personal Freedom'}",17.66,Five,The Four Agreements: A Practical Guide to Personal Freedom
451,"{'src': '../media/cache/38/c5/38c56fba316c07305643a8065269594e.jpg', 'alt': 'The Five Love Languages: How to Express Heartfelt Commitment to Your Mate'}",31.05,Three,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate
452,"{'src': '../media/cache/5d/7e/5d7ecde8e81513eba8a64c9fe000744b.jpg', 'alt': 'The Elephant Tree'}",23.82,Five,The Elephant Tree
453,"{'src': '../media/cache/cf/bb/cfbb5e62715c6d888fd07794c9bab5d6.jpg', 'alt': 'The Bear and the Piano'}",36.89,One,The Bear and the Piano
454,"{'src': '../media/cache/65/71/6571919836ec51ed54f0050c31d8a0cd.jpg', 'alt': ""Sophie's World""}",15.94,Five,Sophie's World
455,"{'src': '../media/cache/12/53/1253c21c5ef3c6d075c5fa3f5fecee6a.jpg', 'alt': 'Penny Maybe'}",33.29,Three,Penny Maybe
456,"{'src': '../media/cache/f5/88/f5889d038f5d8e949b494d147c2dcf54.jpg', 'alt': 'Maude (1883-1993):She Grew Up with the country'}",18.02,Two,Maude (1883-1993):She Grew Up with the country
457,"{'src': '../media/cache/23/85/238570a1c284e730dbc737a7e631ae2b.jpg', 'alt': 'In a Dark, Dark Wood'}",19.63,One,"In a Dark, Dark Wood"
458,"{'src': '../media/cache/e1/5c/e15c289ba58cea38519e1281e859f0c1.jpg', 'alt': 'Behind Closed Doors'}",52.22,Four,Behind Closed Doors
459,"{'src': '../media/cache/e9/20/e9203b733126c4a0832a1c7885dc27cf.jpg', 'alt': ""You can't bury them all: Poems""}",33.63,Two,You can't bury them all: Poems
460,"{'src': '../media/cache/5d/72/5d72709c6a7a9584a4d1cf07648bfce1.jpg', 'alt': 'In Her Wake'}",12.84,One,In Her Wake
461,"{'src': '../media/cache/5c/c8/5cc8e107246cb478960d4f0aba1e1c8e.jpg', 'alt': 'How Music Works'}",37.32,Two,How Music Works
462,"{'src': '../media/cache/9f/59/9f59f01fa916a7bb8f0b28a4012179a4.jpg', 'alt': 'Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More'}",30.52,Three,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More"
463,"{'src': '../media/cache/9c/2e/9c2e0eb8866b8e3f3b768994fd3d1c1a.jpg', 'alt': 'Chase Me (Paris Nights #2)'}",25.27,Five,Chase Me (Paris Nights #2)
464,"{'src': '../media/cache/44/cc/44ccc99c8f82c33d4f9d2afa4ef25787.jpg', 'alt': 'Black Dust'}",34.53,Five,Black Dust
465,"{'src': '../media/cache/af/6e/af6e796160fe63e0cf19d44395c7ddf2.jpg', 'alt': 'Birdsong: A Story in Pictures'}",54.64,Three,Birdsong: A Story in Pictures
466,"{'src': '../media/cache/ef/0b/ef0bed08de4e083dba5e20fdb98d9c36.jpg', 'alt': ""America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana""}",22.50,Three,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana
467,"{'src': '../media/cache/d6/da/d6da0371958068bbaf39ea9c174275cd.jpg', 'alt': 'Aladdin and His Wonderful Lamp'}",53.13,Three,Aladdin and His Wonderful Lamp
468,"{'src': '../media/cache/2e/98/2e98c332bf8563b584784971541c4445.jpg', 'alt': 'Worlds Elsewhere: Journeys Around Shakespeare’s Globe'}",40.30,Five,Worlds Elsewhere: Journeys Around Shakespeare’s Globe
469,"{'src': '../media/cache/a5/41/a5416b9646aaa7287baa287ec2590270.jpg', 'alt': 'Wall and Piece'}",44.18,Four,Wall and Piece
470,"{'src': '../media/cache/0f/7e/0f7ee69495c0df1d35723f012624a9f8.jpg', 'alt': 'The Four Agreements: A Practical Guide to Personal Freedom'}",17.66,Five,The Four Agreements: A Practical Guide to Personal Freedom
471,"{'src': '../media/cache/38/c5/38c56fba316c07305643a8065269594e.jpg', 'alt': 'The Five Love Languages: How to Express Heartfelt Commitment to Your Mate'}",31.05,Three,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate
472,"{'src': '../media/cache/5d/7e/5d7ecde8e81513eba8a64c9fe000744b.jpg', 'alt': 'The Elephant Tree'}",23.82,Five,The Elephant Tree
473,"{'src': '../media/cache/cf/bb/cfbb5e62715c6d888fd07794c9bab5d6.jpg', 'alt': 'The Bear and the Piano'}",36.89,One,The Bear and the Piano
474,"{'src': '../media/cache/65/71/6571919836ec51ed54f0050c31d8a0cd.jpg', 'alt': ""Sophie's World""}",15.94,Five,Sophie's World
475,"{'src': '../media/cache/12/53/1253c21c5ef3c6d075c5fa3f5fecee6a.jpg', 'alt': 'Penny Maybe'}",33.29,Three,Penny Maybe
476,"{'src': '../media/cache/f5/88/f5889d038f5d8e949b494d147c2dcf54.jpg', 'alt': 'Maude (1883-1993):She Grew Up with the country'}",18.02,Two,Maude (1883-1993):She Grew Up with the country
477,"{'src': '../media/cache/23/85/238570a1c284e730dbc737a7e631ae2b.jpg', 'alt': 'In a Dark, Dark Wood'}",19.63,One,"In a Dark, Dark Wood"
478,"{'src': '../media/cache/e1/5c/e15c289ba58cea38519e1281e859f0c1.jpg', 'alt': 'Behind Closed Doors'}",52.22,Four,Behind Closed Doors
479,"{'src': '../media/cache/e9/20/e9203b733126c4a0832a1c7885dc27cf.jpg', 'alt': ""You can't bury them all: Poems""}",33.63,Two,You can't bury them all: Poems
480,"{'src': '../media/cache/5d/72/5d72709c6a7a9584a4d1cf07648bfce1.jpg', 'alt': 'In Her Wake'}",12.84,One,In Her Wake
481,"{'src': '../media/cache/5c/c8/5cc8e107246cb478960d4f0aba1e1c8e.jpg', 'alt': 'How Music Works'}",37.32,Two,How Music Works
482,"{'src': '../media/cache/9f/59/9f59f01fa916a7bb8f0b28a4012179a4.jpg', 'alt': 'Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More'}",30.52,Three,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More"
483,"{'src': '../media/cache/9c/2e/9c2e0eb8866b8e3f3b768994fd3d1c1a.jpg', 'alt': 'Chase Me (Paris Nights #2)'}",25.27,Five,Chase Me (Paris Nights #2)
484,"{'src': '../media/cache/44/cc/44ccc99c8f82c33d4f9d2afa4ef25787.jpg', 'alt': 'Black Dust'}",34.53,Five,Black Dust
485,"{'src': '../media/cache/af/6e/af6e796160fe63e0cf19d44395c7ddf2.jpg', 'alt': 'Birdsong: A Story in Pictures'}",54.64,Three,Birdsong: A Story in Pictures
486,"{'src': '../media/cache/ef/0b/ef0bed08de4e083dba5e20fdb98d9c36.jpg', 'alt': ""America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana""}",22.50,Three,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana
487,"{'src': '../media/cache/d6/da/d6da0371958068bbaf39ea9c174275cd.jpg', 'alt': 'Aladdin and His Wonderful Lamp'}",53.13,Three,Aladdin and His Wonderful Lamp
488,"{'src': '../media/cache/2e/98/2e98c332bf8563b584784971541c4445.jpg', 'alt': 'Worlds Elsewhere: Journeys Around Shakespeare’s Globe'}",40.30,Five,Worlds Elsewhere: Journeys Around Shakespeare’s Globe
489,"{'src': '../media/cache/a5/41/a5416b9646aaa7287baa287ec2590270.jpg', 'alt': 'Wall and Piece'}",44.18,Four,Wall and Piece
490,"{'src': '../media/cache/0f/7e/0f7ee69495c0df1d35723f012624a9f8.jpg', 'alt': 'The Four Agreements: A Practical Guide to Personal Freedom'}",17.66,Five,The Four Agreements: A Practical Guide to Personal Freedom
491,"{'src': '../media/cache/38/c5/38c56fba316c07305643a8065269594e.jpg', 'alt': 'The Five Love Languages: How to Express Heartfelt Commitment to Your Mate'}",31.05,Three,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate
492,"{'src': '../media/cache/5d/7e/5d7ecde8e81513eba8a64c9fe000744b.jpg', 'alt': 'The Elephant Tree'}",23.82,Five,The Elephant Tree
493,"{'src': '../media/cache/cf/bb/cfbb5e62715c6d888fd07794c9bab5d6.jpg', 'alt': 'The Bear and the Piano'}",36.89,One,The Bear and the Piano
494,"{'src': '../media/cache/65/71/6571919836ec51ed54f0050c31d8a0cd.jpg', 'alt': ""Sophie's World""}",15.94,Five,Sophie's World
495,"{'src': '../media/cache/12/53/1253c21c5ef3c6d075c5fa3f5fecee6a.jpg', 'alt': 'Penny Maybe'}",33.29,Three,Penny Maybe
496,"{'src': '../media/cache/f5/88/f5889d038f5d8e949b494d147c2dcf54.jpg', 'alt': 'Maude (1883-1993):She Grew Up with the country'}",18.02,Two,Maude (1883-1993):She Grew Up with the country
497,"{'src': '../media/cache/23/85/238570a1c284e730dbc737a7e631ae2b.jpg', 'alt': 'In a Dark, Dark Wood'}",19.63,One,"In a Dark, Dark Wood"
498,"{'src': '../media/cache/e1/5c/e15c289ba58cea38519e1281e859f0c1.jpg', 'alt': 'Behind Closed Doors'}",52.22,Four,Behind Closed Doors
499,"{'src': '../media/cache/e9/20/e9203b733126c4a0832a1c7885dc27cf.jpg', 'alt': ""You can't bury them all: Poems""}",33.63,Two,You can't bury them all: Poems
500,"{'src': '../media/cache/5d/72/5d72709c6a7a9584a4d1cf07648bfce1.jpg', 'alt': 'In Her Wake'}",12.84,One,In Her Wake
501,"{'src': '../media/cache/5c/c8/5cc8e107246cb478960d4f0aba1e1c8e.jpg', 'alt': 'How Music Works'}",37.32,Two,How Music Works
502,"{'src': '../media/cache/9f/59/9f59f01fa916a7bb8f0b28a4012179a4.jpg', 'alt': 'Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More'}",30.52,Three,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More"
503,"{'src': '../media/cache/9c/2e/9c2e0eb8866b8e3f3b768994fd3d1c1a.jpg', 'alt': 'Chase Me (Paris Nights #2)'}",25.27,Five,Chase Me (Paris Nights #2)
504,"{'src': '../media/cache/44/cc/44ccc99c8f82c33d4f9d2afa4ef25787.jpg', 'alt': 'Black Dust'}",34.53,Five,Black Dust
505,"{'src': '../media/cache/af/6e/af6e796160fe63e0cf19d44395c7ddf2.jpg', 'alt': 'Birdsong: A Story in Pictures'}",54.64,Three,Birdsong: A Story in Pictures
506,"{'src': '../media/cache/ef/0b/ef0bed08de4e083dba5e20fdb98d9c36.jpg', 'alt': ""America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana""}",22.50,Three,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana
507,"{'src': '../media/cache/d6/da/d6da0371958068bbaf39ea9c174275cd.jpg', 'alt': 'Aladdin and His Wonderful Lamp'}",53.13,Three,Aladdin and His Wonderful Lamp
508,"{'src': '../media/cache/2e/98/2e98c332bf8563b584784971541c4445.jpg', 'alt': 'Worlds Elsewhere: Journeys Around Shakespeare’s Globe'}",40.30,Five,Worlds Elsewhere: Journeys Around Shakespeare’s Globe
509,"{'src': '../media/cache/a5/41/a5416b9646aaa7287baa287ec2590270.jpg', 'alt': 'Wall and Piece'}",44.18,Four,Wall and Piece
510,"{'src': '../media/cache/0f/7e/0f7ee69495c0df1d35723f012624a9f8.jpg', 'alt': 'The Four Agreements: A Practical Guide to Personal Freedom'}",17.66,Five,The Four Agreements: A Practical Guide to Personal Freedom
511,"{'src': '../media/cache/38/c5/38c56fba316c07305643a8065269594e.jpg', 'alt': 'The Five Love Languages: How to Express Heartfelt Commitment to Your Mate'}",31.05,Three,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate
512,"{'src': '../media/cache/5d/7e/5d7ecde8e81513eba8a64c9fe000744b.jpg', 'alt': 'The Elephant Tree'}",23.82,Five,The Elephant Tree
513,"{'src': '../media/cache/cf/bb/cfbb5e62715c6d888fd07794c9bab5d6.jpg', 'alt': 'The Bear and the Piano'}",36.89,One,The Bear and the Piano
514,"{'src': '../media/cache/65/71/6571919836ec51ed54f0050c31d8a0cd.jpg', 'alt': ""Sophie's World""}",15.94,Five,Sophie's World
515,"{'src': '../media/cache/12/53/1253c21c5ef3c6d075c5fa3f5fecee6a.jpg', 'alt': 'Penny Maybe'}",33.29,Three,Penny Maybe
516,"{'src': '../media/cache/f5/88/f5889d038f5d8e949b494d147c2dcf54.jpg', 'alt': 'Maude (1883-1993):She Grew Up with the country'}",18.02,Two,Maude (1883-1993):She Grew Up with the country
517,"{'src': '../media/cache/23/85/238570a1c284e730dbc737a7e631ae2b.jpg', 'alt': 'In a Dark, Dark Wood'}",19.63,One,"In a Dark, Dark Wood"
518,"{'src': '../media/cache/e1/5c/e15c289ba58cea38519e1281e859f0c1.jpg', 'alt': 'Behind Closed Doors'}",52.22,Four,Behind Closed Doors
519,"{'src': '../media/cache/e9/20/e9203b733126c4a0832a1c7885dc27cf.jpg', 'alt': ""You can't bury them all: Poems""}",33.63,Two,You can't bury them all: Poems
520,"{'src': '../media/cache/5d/72/5d72709c6a7a9584a4d1cf07648bfce1.jpg', 'alt': 'In Her Wake'}",12.84,One,In Her Wake
521,"{'src': '../media/cache/5c/c8/5cc8e107246cb478960d4f0aba1e1c8e.jpg', 'alt': 'How Music Works'}",37.32,Two,How Music Works
522,"{'src': '../media/cache/9f/59/9f59f01fa916a7bb8f0b28a4012179a4.jpg', 'alt': 'Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More'}",30.52,Three,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More"
523,"{'src': '../media/cache/9c/2e/9c2e0eb8866b8e3f3b768994fd3d1c1a.jpg', 'alt': 'Chase Me (Paris Nights #2)'}",25.27,Five,Chase Me (Paris Nights #2)
524,"{'src': '../media/cache/44/cc/44ccc99c8f82c33d4f9d2afa4ef25787.jpg', 'alt': 'Black Dust'}",34.53,Five,Black Dust
525,"{'src': '../media/cache/af/6e/af6e796160fe63e0cf19d44395c7ddf2.jpg', 'alt': 'Birdsong: A Story in Pictures'}",54.64,Three,Birdsong: A Story in Pictures
526,"{'src': '../media/cache/ef/0b/ef0bed08de4e083dba5e20fdb98d9c36.jpg', 'alt': ""America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana""}",22.50,Three,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana
527,"{'src': '../media/cache/d6/da/d6da0371958068bbaf39ea9c174275cd.jpg', 'alt': 'Aladdin and His Wonderful Lamp'}",53.13,Three,Aladdin and His Wonderful Lamp
528,"{'src': '../media/cache/2e/98/2e98c332bf8563b584784971541c4445.jpg', 'alt': 'Worlds Elsewhere: Journeys Around Shakespeare’s Globe'}",40.30,Five,Worlds Elsewhere: Journeys Around Shakespeare’s Globe
529,"{'src': '../media/cache/a5/41/a5416b9646aaa7287baa287ec2590270.jpg', 'alt': 'Wall and Piece'}",44.18,Four,Wall and Piece
530,"{'src': '../media/cache/0f/7e/0f7ee69495c0df1d35723f012624a9f8.jpg', 'alt': 'The Four Agreements: A Practical Guide to Personal Freedom'}",17.66,Five,The Four Agreements: A Practical Guide to Personal Freedom
531,"{'src': '../media/cache/38/c5/38c56fba316c07305643a8065269594e.jpg', 'alt': 'The Five Love Languages: How to Express Heartfelt Commitment to Your Mate'}",31.05,Three,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate
532,"{'src': '../media/cache/5d/7e/5d7ecde8e81513eba8a64c9fe000744b.jpg', 'alt': 'The Elephant Tree'}",23.82,Five,The Elephant Tree
533,"{'src': '../media/cache/cf/bb/cfbb5e62715c6d888fd07794c9bab5d6.jpg', 'alt': 'The Bear and the Piano'}",36.89,One,The Bear and the Piano
534,"{'src': '../media/cache/65/71/6571919836ec51ed54f0050c31d8a0cd.jpg', 'alt': ""Sophie's World""}",15.94,Five,Sophie's World
535,"{'src': '../media/cache/12/53/1253c21c5ef3c6d075c5fa3f5fecee6a.jpg', 'alt': 'Penny Maybe'}",33.29,Three,Penny Maybe
536,"{'src': '../media/cache/f5/88/f5889d038f5d8e949b494d147c2dcf54.jpg', 'alt': 'Maude (1883-1993):She Grew Up with the country'}",18.02,Two,Maude (1883-1993):She Grew Up with the country
537,"{'src': '../media/cache/23/85/238570a1c284e730dbc737a7e631ae2b.jpg', 'alt': 'In a Dark, Dark Wood'}",19.63,One,"In a Dark, Dark Wood"
538,"{'src': '../media/cache/e1/5c/e15c289ba58cea38519e1281e859f0c1.jpg', 'alt': 'Behind Closed Doors'}",52.22,Four,Behind Closed Doors
539,"{'src': '../media/cache/e9/20/e9203b733126c4a0832a1c7885dc27cf.jpg', 'alt': ""You can't bury them all: Poems""}",33.63,Two,You can't bury them all: Poems
540,"{'src': '../media/cache/5d/72/5d72709c6a7a9584a4d1cf07648bfce1.jpg', 'alt': 'In Her Wake'}",12.84,One,In Her Wake
541,"{'src': '../media/cache/5c/c8/5cc8e107246cb478960d4f0aba1e1c8e.jpg', 'alt': 'How Music Works'}",37.32,Two,How Music Works
542,"{'src': '../media/cache/9f/59/9f59f01fa916a7bb8f0b28a4012179a4.jpg', 'alt': 'Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More'}",30.52,Three,"Foolproof Preserving: A Guide to Small Batch Jams, Jellies, Pickles, Condiments, and More: A Foolproof Guide to Making Small Batch Jams, Jellies, Pickles, Condiments, and More"
543,"{'src': '../media/cache/9c/2e/9c2e0eb8866b8e3f3b768994fd3d1c1a.jpg', 'alt': 'Chase Me (Paris Nights #2)'}",25.27,Five,Chase Me (Paris Nights #2)
544,"{'src': '../media/cache/44/cc/44ccc99c8f82c33d4f9d2afa4ef25787.jpg', 'alt': 'Black Dust'}",34.53,Five,Black Dust
545,"{'src': '../media/cache/af/6e/af6e796160fe63e0cf19d44395c7ddf2.jpg', 'alt': 'Birdsong: A Story in Pictures'}",54.64,Three,Birdsong: A Story in Pictures
546,"{'src': '../media/cache/ef/0b/ef0bed08de4e083dba5e20fdb98d9c36.jpg', 'alt': ""America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana""}",22.50,Three,America's Cradle of Quarterbacks: Western Pennsylvania's Football Factory from Johnny Unitas to Joe Montana
547,"{'src': '../media/cache/d6/da/d6da0371958068bbaf39ea9c174275cd.jpg', 'alt': 'Aladdin and His Wonderful Lamp'}",53.13,Three,Aladdin and His Wonderful Lamp
548,"{'src': '../media/cache/2e/98/2e98c332bf8563b584784971541c4445.jpg', 'alt': 'Worlds Elsewhere: Journeys Around Shakespeare’s Globe'}",40.30,Five,Worlds Elsewhere: Journeys Around Shakespeare’s Globe
549,"{'src': '../media/cache/a5/41/a5416b9646aaa7287baa287ec2590270.jpg', 'alt': 'Wall and Piece'}",44.18,Four,Wall and Piece
550,"{'src': '../media/cache/0f/7e/0f7ee69495c0df1d35723f012624a9f8.jpg', 'alt': 'The Four Agreements: A Practical Guide to Personal Freedom'}",17.66,Five,The Four Agreements: A Practical Guide to Personal Freedom
551,"{'src': '../media/cache/38/c5/38c56fba316c07305643a8065269594e.jpg', 'alt': 'The Five Love Languages: How to Express Heartfelt Commitment to Your Mate'}",31.05,Three,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate
552,"{'src': '../media/cache/5d/7e/5d7ecde8e81513eba8a64c9fe000744b.jpg', 'alt': 'The Elephant Tree'}",23.82,Five,The Elephant Tree
553,"{'src': '../media/cache/cf/bb/cfbb5e62715c6d888fd07794c9bab5d6.jpg', 'alt': 'The Bear and the Piano'}",36.89,One,The Bear and the Piano
554,"{'src': '../media/cache/65/71/6571919836ec51ed54f0050c31d8a0cd.jpg', 'alt': ""Sophie's World""}",15.94,Five,Sophie's World
555,"{'src': '../media/cache/12/53/1253c21c5ef3c6d075c5fa3f5fecee6a.jpg', 'alt': 'Penny Maybe'}",33.29,Three,Penny Maybe
556,"{'src': '../media/cache/f5/88/f5889d038f5d8e949b494d147c2dcf54.jpg', 'alt': 'Maude (1883-1993):She Grew Up with the country'}",18.02,Two,Maude (1883-1993):She Grew Up with the country
557,"{'src': '../media/cache/23/85/238570a1c284e730dbc737a7e631ae2b.jpg', 'alt': 'In a Dark, Dark Wood'}",19.63,One,"In a Dark, Dark Wood"
558,"{'src': '../media/cache/e1/5c/e15c289ba58cea38519e1281e859f0c1.jpg', 'alt': 'Behind Closed Doors'}",52.22,Four,Behind Closed Doors
559,"{'src': '../media/cache/e9/20/e9203b733126c4a0832a1c7885dc27cf.jpg', 'alt': ""You can't bury them all: Poems""}",33.63,Two,You can't bury them all: Poems
560,"{'src': '../media/cache/5d/72/5d72709c6a7a9584a4d1cf07648bfce1.jpg', 'alt': 'In Her Wake'}",12.84,One,In Her Wake
561,"{'src': '../media/cache/5c/c8/5cc8e107246cb478960d4f0aba1e1c8e.jpg', 'alt': 'How Music Works'}",37.32,Two,How Music Works
